% Model:              doble_barrera_electric_Field.mph
% Version:            COMSOL 6.2.0.339
% Date:               May 25 2025, 12:28
% Table:              Table 8 - Global Evaluation 2
% m                      B0                       E0                       h1                       Integration 1 (meV)
1                        5                        0                        160                      1.8133767753106047
1                        5                        0                        170                      1.7030809229516495
1                        5                        0                        180                      1.60512547567137
1                        5                        0                        190                      1.5164970680666643
1                        5                        0                        200                      1.4367146646304934
1                        5                        1000                     2                        3.0136369701857717
1                        5                        1000                     3                        3.372766761796526
1                        5                        1000                     4                        2.723060876186508
1                        5                        1000                     5                        3.014948367619875
1                        5                        1000                     6                        3.0682488844195706
1                        5                        1000                     7                        3.067417349797618
1                        5                        1000                     8                        3.068133295303755
1                        5                        1000                     9                        3.0781843606055044
1                        5                        1000                     10                       3.0784772221602466
1                        5                        1000                     15                       3.071633724978149
1                        5                        1000                     20                       3.0619325266116775
1                        5                        1000                     25                       3.056924733193374
1                        5                        1000                     30                       3.0440767143239635
1                        5                        1000                     35                       3.0371291586756457
1                        5                        1000                     40                       3.0288165086673193
1                        5                        1000                     45                       3.021651021334603
1                        5                        1000                     50                       3.0177016477371716
1                        5                        1000                     55                       3.0158781518369757
1                        5                        1000                     60                       3.0167305115985217
1                        5                        1000                     65                       3.0199927601663923
1                        5                        1000                     70                       3.029582336070953
1                        5                        1000                     75                       3.041903073415326
1                        5                        1000                     80                       3.0483970936813556
1                        5                        1000                     85                       3.030376861657419
1                        5                        1000                     90                       2.976785800090215
1                        5                        1000                     95                       2.896241474196859
1                        5                        1000                     100                      2.80124941122938
1                        5                        1000                     110                      2.5958452989405036
1                        5                        1000                     120                      2.4009702237027812
1                        5                        1000                     130                      2.2228919913006853
1                        5                        1000                     140                      2.0672552730614315
1                        5                        1000                     150                      1.9269136616069125
1                        5                        1000                     160                      1.8078449401176366
1                        5                        1000                     170                      1.6973582663461302
1                        5                        1000                     180                      1.5992073865799048
1                        5                        1000                     190                      1.5103906054678722
1                        5                        1000                     200                      1.430417793878844
1                        5                        10000                    2                        3.013628298148167
1                        5                        10000                    3                        3.372766075215254
1                        5                        10000                    4                        2.7230719262619494
1                        5                        10000                    5                        3.014949840798255
1                        5                        10000                    6                        3.0682475455040414
1                        5                        10000                    7                        3.067417334145705
1                        5                        10000                    8                        3.0681332648392448
1                        5                        10000                    9                        3.0781843057934597
1                        5                        10000                    10                       3.078477127536577
1                        5                        10000                    15                       3.0716335608756604
1                        5                        10000                    20                       3.061930453234509
1                        5                        10000                    25                       3.0569165586182203
1                        5                        10000                    30                       3.0440599855330572
1                        5                        10000                    35                       3.037081525421006
1                        5                        10000                    40                       3.028737367459473
1                        5                        10000                    45                       3.0216019285847637
1                        5                        10000                    50                       3.017725023829343
1                        5                        10000                    55                       3.016615021967304
1                        5                        10000                    60                       3.0194584371973514
1                        5                        10000                    65                       3.026524775642351
1                        5                        10000                    70                       3.043155722924056
1                        5                        10000                    75                       3.0577980192681524
1                        5                        10000                    80                       3.0526087258233723
1                        5                        10000                    85                       3.0189286962796085
1                        5                        10000                    90                       2.954998930922629
1                        5                        10000                    95                       2.868074246615158
1                        5                        10000                    100                      2.7689156356037317
1                        5                        10000                    110                      2.5610962365604495
1                        5                        10000                    120                      2.363951199716244
1                        5                        10000                    130                      2.184377644580242
1                        5                        10000                    140                      2.0275497517280185
1                        5                        10000                    150                      1.8862387659986712
1                        5                        10000                    160                      1.764409321119666
1                        5                        10000                    170                      1.6531897694979687
1                        5                        10000                    180                      1.5543720932077982
1                        5                        10000                    190                      1.4650353033033017
1                        5                        10000                    200                      1.384598959528691
1                        5                        100000                   2                        3.013541541179326
1                        5                        100000                   3                        3.3727584828477015
1                        5                        100000                   4                        2.7231832403953846
1                        5                        100000                   5                        3.0149646260351495
1                        5                        100000                   6                        3.0682397098866345
1                        5                        100000                   7                        3.0674153728603417
1                        5                        100000                   8                        3.0681297865480714
1                        5                        100000                   9                        3.0781781775303174
1                        5                        100000                   10                       3.0784669807384932
1                        5                        100000                   15                       3.0716011373728875
1                        5                        100000                   20                       3.061781383160684
1                        5                        100000                   25                       3.0562763389840746
1                        5                        100000                   30                       3.0425860388219497
1                        5                        100000                   35                       3.0332973695897723
1                        5                        100000                   40                       3.0224975109530448
1                        5                        100000                   45                       3.016693927562974
1                        5                        100000                   50                       3.009638242298091
1                        5                        100000                   55                       3.0178216436212093
1                        5                        100000                   60                       3.028632315054312
1                        5                        100000                   65                       3.026132447083855
1                        5                        100000                   70                       3.041377651632481
1                        5                        100000                   75                       3.0222172727724996
1                        5                        100000                   80                       2.948577146468
1                        5                        100000                   85                       2.865376350962571
1                        5                        100000                   90                       2.7650486355220165
1                        5                        100000                   95                       2.654638483965088
1                        5                        100000                   100                      2.5426657005914612
1                        5                        100000                   110                      2.3481425964169507
1                        5                        100000                   120                      2.1550494369987527
1                        5                        100000                   130                      1.9836914699108015
1                        5                        100000                   140                      1.835802638520591
1                        5                        100000                   150                      1.7046745401123697
1                        5                        100000                   160                      1.5763241802248718
1                        5                        100000                   170                      1.4756945508217347
1                        5                        100000                   180                      1.3866900256509416
1                        5                        100000                   190                      1.3071703308236975
1                        5                        100000                   200                      1.235525623664952
1                        10                       0                        2                        4.945966907172851
1                        10                       0                        3                        4.691061794099864
1                        10                       0                        4                        5.008820088165185
1                        10                       0                        5                        4.843195909293185
1                        10                       0                        6                        4.909756199942775
1                        10                       0                        7                        4.929242323688691
1                        10                       0                        8                        4.926341674770895
1                        10                       0                        9                        4.950767397056001
1                        10                       0                        10                       4.947032675028006
1                        10                       0                        15                       4.912960409407161
1                        10                       0                        20                       4.876762432626871
1                        10                       0                        25                       4.852542122523299
1                        10                       0                        30                       4.823949744872028
1                        10                       0                        35                       4.806900785852978
1                        10                       0                        40                       4.799579864210439
1                        10                       0                        45                       4.809966000817484
1                        10                       0                        50                       4.814259719647666
1                        10                       0                        55                       4.790572688321709
1                        10                       0                        60                       4.669489671836149
1                        10                       0                        65                       4.467997835758106
1                        10                       0                        70                       4.226582450008364
1                        10                       0                        75                       3.98673472388315
1                        10                       0                        80                       3.7664160287887127
1                        10                       0                        85                       3.55570802632003
1                        10                       0                        90                       3.3590807245356293
1                        10                       0                        95                       3.182851428441784
1                        10                       0                        100                      3.0204950647909734
1                        10                       0                        110                      2.7330738096467746
1                        10                       0                        120                      2.4945551719987438
1                        10                       0                        130                      2.289817753168277
1                        10                       0                        140                      2.119632041913583
1                        10                       0                        150                      1.9689958798073957
1                        10                       0                        160                      1.842517622988131
1                        10                       0                        170                      1.7269889633989481
1                        10                       0                        180                      1.6241133208260599
1                        10                       0                        190                      1.532655261622073
1                        10                       0                        200                      1.4507682199856078
1                        10                       1000                     2                        4.945966620225224
1                        10                       1000                     3                        4.691062254580236
1                        10                       1000                     4                        5.008824510121632
1                        10                       1000                     5                        4.8431955103144295
1                        10                       1000                     6                        4.909756356624103
1                        10                       1000                     7                        4.9292423318672505
1                        10                       1000                     8                        4.926341683079833
1                        10                       1000                     9                        4.950767404659701
1                        10                       1000                     10                       4.947032682324349
1                        10                       1000                     15                       4.912960114969845
1                        10                       1000                     20                       4.87676226972343
1                        10                       1000                     25                       4.852539713971179
1                        10                       1000                     30                       4.8239486031314955
1                        10                       1000                     35                       4.806895488699423
1                        10                       1000                     40                       4.799576224014972
1                        10                       1000                     45                       4.809956853489795
1                        10                       1000                     50                       4.814260933337836
1                        10                       1000                     55                       4.790254417680776
1                        10                       1000                     60                       4.667059909132688
1                        10                       1000                     65                       4.459325785373917
1                        10                       1000                     70                       4.216448812093075
1                        10                       1000                     75                       3.979538536416013
1                        10                       1000                     80                       3.7599855753998113
1                        10                       1000                     85                       3.5501886140736785
1                        10                       1000                     90                       3.354556950209483
1                        10                       1000                     95                       3.1781462021927984
1                        10                       1000                     100                      3.016047851989983
1                        10                       1000                     110                      2.7279233910091496
1                        10                       1000                     120                      2.4900830421392195
1                        10                       1000                     130                      2.285204107547908
1                        10                       1000                     140                      2.114924415026528
1                        10                       1000                     150                      1.963092997346106
1                        10                       1000                     160                      1.837128757743876
1                        10                       1000                     170                      1.721402939212925
1                        10                       1000                     180                      1.6196264250503358
1                        10                       1000                     190                      1.5274891943555897
1                        10                       1000                     200                      1.444809937605599
1                        10                       10000                    2                        4.945964035143286
1                        10                       10000                    3                        4.691066402784457
1                        10                       10000                    4                        5.0088643024011885
1                        10                       10000                    5                        4.843191920625194
1                        10                       10000                    6                        4.909757577121078
1                        10                       10000                    7                        4.929242368855227
1                        10                       10000                    8                        4.926341691315042
1                        10                       10000                    9                        4.950767343820419
1                        10                       10000                    10                       4.9470325267038655
1                        10                       10000                    15                       4.912956405014393
1                        10                       10000                    20                       4.876756000371711
1                        10                       10000                    25                       4.852498590641425
1                        10                       10000                    30                       4.823904857220829
1                        10                       10000                    35                       4.806801782309029
1                        10                       10000                    40                       4.799722689826465
1                        10                       10000                    45                       4.811435366141893
1                        10                       10000                    50                       4.817163133321934
1                        10                       10000                    55                       4.7813134300259
1                        10                       10000                    60                       4.6371906682559345
1                        10                       10000                    65                       4.4237394206287535
1                        10                       10000                    70                       4.1840500619528935
1                        10                       10000                    75                       3.9468242373769304
1                        10                       10000                    80                       3.7240706750820385
1                        10                       10000                    85                       3.513624031061465
1                        10                       10000                    90                       3.317527722763178
1                        10                       10000                    95                       3.140720701922419
1                        10                       10000                    100                      2.9782429388421394
1                        10                       10000                    110                      2.6915772244198437
1                        10                       10000                    120                      2.4528869088320784
1                        10                       10000                    130                      2.2470298891920146
1                        10                       10000                    140                      2.075776976809131
1                        10                       10000                    150                      1.9230298716857581
1                        10                       10000                    160                      1.7944931787106173
1                        10                       10000                    170                      1.677972288457684
1                        10                       10000                    180                      1.5754097173275647
1                        10                       10000                    190                      1.482692877469352
1                        10                       10000                    200                      1.3994998585716008
1                        10                       100000                   2                        4.945937931308177
1                        10                       100000                   3                        4.6911082688426
1                        10                       100000                   4                        5.00926169482571
1                        10                       100000                   5                        4.843156134595363
1                        10                       100000                   6                        4.909751008247714
1                        10                       100000                   7                        4.929239113653688
1                        10                       100000                   8                        4.926335186326005
1                        10                       100000                   9                        4.950753939513658
1                        10                       100000                   10                       4.947009069113858
1                        10                       100000                   15                       4.9128146302390086
1                        10                       100000                   20                       4.876221199823596
1                        10                       100000                   25                       4.850205585613078
1                        10                       100000                   30                       4.820264053188067
1                        10                       100000                   35                       4.800470566160709
1                        10                       100000                   40                       4.797703755188485
1                        10                       100000                   45                       4.816210009680282
1                        10                       100000                   50                       4.7577042550196085
1                        10                       100000                   55                       4.643171883254074
1                        10                       100000                   60                       4.435770472211989
1                        10                       100000                   65                       4.164655705397584
1                        10                       100000                   70                       3.929957772807172
1                        10                       100000                   75                       3.6887299911463676
1                        10                       100000                   80                       3.4438678413939545
1                        10                       100000                   85                       3.2365893718574124
1                        10                       100000                   90                       3.0458893948013945
1                        10                       100000                   95                       2.875072290540497
1                        10                       100000                   100                      2.7189362650831796
1                        10                       100000                   110                      2.4631336514181603
1                        10                       100000                   120                      2.2365051682387733
1                        10                       100000                   130                      2.0420462817856913
1                        10                       100000                   140                      1.8815186408934401
1                        10                       100000                   150                      1.7397834717700993
1                        10                       100000                   160                      1.6088967638404943
1                        10                       100000                   170                      1.502705808748737
1                        10                       100000                   180                      1.4099154542208556
1                        10                       100000                   190                      1.3269878361657395
1                        10                       100000                   200                      1.2524532013520273
1                        20                       0                        2                        8.182572295020966
1                        20                       0                        3                        8.049628370179262
1                        20                       0                        4                        8.293706306920216
1                        20                       0                        5                        7.88775283338463
1                        20                       0                        6                        7.972066936770766
1                        20                       0                        7                        7.88886767883155
1                        20                       0                        8                        7.86934063802022
1                        20                       0                        9                        7.8921389121144765
1                        20                       0                        10                       7.86869789006693
1                        20                       0                        15                       7.761628893642775
1                        20                       0                        20                       7.66973474085228
1                        20                       0                        25                       7.603428718341729
1                        20                       0                        30                       7.582628801424245
1                        20                       0                        35                       7.503614607021223
1                        20                       0                        40                       7.260513288845732
1                        20                       0                        45                       6.796096229804863
1                        20                       0                        50                       6.268040740029187
1                        20                       0                        55                       5.743279075526483
1                        20                       0                        60                       5.281508724763475
1                        20                       0                        65                       4.894252077982007
1                        20                       0                        70                       4.518176174819587
1                        20                       0                        75                       4.2022119686530885
1                        20                       0                        80                       3.9390149936058267
1                        20                       0                        85                       3.6911160200697437
1                        20                       0                        90                       3.4657312643861777
1                        20                       0                        95                       3.269159939753018
1                        20                       0                        100                      3.0923940775999745
1                        20                       0                        110                      2.7812993685637633
1                        20                       0                        120                      2.531064844787886
1                        20                       0                        130                      2.3174796901438874
1                        20                       0                        140                      2.141541296952334
1                        20                       0                        150                      1.9852411679082411
1                        20                       0                        160                      1.8591623274734437
1                        20                       0                        170                      1.740338048677702
1                        20                       0                        180                      1.636634940113915
1                        20                       0                        190                      1.5432773719017017
1                        20                       0                        200                      1.45921858185249
1                        20                       1000                     2                        8.1825716801873
1                        20                       1000                     3                        8.049627012546939
1                        20                       1000                     4                        8.293702271334027
1                        20                       1000                     5                        7.887746095098717
1                        20                       1000                     6                        7.972067447727827
1                        20                       1000                     7                        7.888867711270693
1                        20                       1000                     8                        7.869340671657929
1                        20                       1000                     9                        7.892138940811596
1                        20                       1000                     10                       7.868697913191539
1                        20                       1000                     15                       7.761627382991348
1                        20                       1000                     20                       7.669733907854359
1                        20                       1000                     25                       7.603425066763151
1                        20                       1000                     30                       7.582623548348564
1                        20                       1000                     35                       7.5035445657557345
1                        20                       1000                     40                       7.260023334809096
1                        20                       1000                     45                       6.792036918795666
1                        20                       1000                     50                       6.256454215459023
1                        20                       1000                     55                       5.728710356664912
1                        20                       1000                     60                       5.27280076491468
1                        20                       1000                     65                       4.88712343619423
1                        20                       1000                     70                       4.5125062018921955
1                        20                       1000                     75                       4.198398614137344
1                        20                       1000                     80                       3.9347697755428293
1                        20                       1000                     85                       3.687074813996254
1                        20                       1000                     90                       3.4617067336946667
1                        20                       1000                     95                       3.2652722201860414
1                        20                       1000                     100                      3.0882493875780943
1                        20                       1000                     110                      2.7772261667637976
1                        20                       1000                     120                      2.52692913607439
1                        20                       1000                     130                      2.3130380065292773
1                        20                       1000                     140                      2.136906764622069
1                        20                       1000                     150                      1.9804066062095658
1                        20                       1000                     160                      1.8538915942596463
1                        20                       1000                     170                      1.7348910952897036
1                        20                       1000                     180                      1.6309581805269162
1                        20                       1000                     190                      1.5373926084595622
1                        20                       1000                     200                      1.4531395348707463
1                        20                       10000                    2                        8.182566131202938
1                        20                       10000                    3                        8.049614786412263
1                        20                       10000                    4                        8.29366593207297
1                        20                       10000                    5                        7.887685472996558
1                        20                       10000                    6                        7.972071549596348
1                        20                       10000                    7                        7.888867920580024
1                        20                       10000                    8                        7.869340822418637
1                        20                       10000                    9                        7.892138885739323
1                        20                       10000                    10                       7.868697583287647
1                        20                       10000                    15                       7.7616107789076585
1                        20                       10000                    20                       7.669715676950613
1                        20                       10000                    25                       7.603357458190384
1                        20                       10000                    30                       7.582532830113629
1                        20                       10000                    35                       7.5010882487289035
1                        20                       10000                    40                       7.236084583331303
1                        20                       10000                    45                       6.735892928811243
1                        20                       10000                    50                       6.209503265691968
1                        20                       10000                    55                       5.695189687261757
1                        20                       10000                    60                       5.241770541534769
1                        20                       10000                    65                       4.853292869661312
1                        20                       10000                    70                       4.480936279098585
1                        20                       10000                    75                       4.166698142689765
1                        20                       10000                    80                       3.9004161645679227
1                        20                       10000                    85                       3.652442450741396
1                        20                       10000                    90                       3.426767999755084
1                        20                       10000                    95                       3.230000033544115
1                        20                       10000                    100                      3.052567313657547
1                        20                       10000                    110                      2.7425388688204544
1                        20                       10000                    120                      2.491077163375011
1                        20                       10000                    130                      2.2761559332748944
1                        20                       10000                    140                      2.0989674466329626
1                        20                       10000                    150                      1.941457176089862
1                        20                       10000                    160                      1.8120628417455455
1                        20                       10000                    170                      1.6924561239553668
1                        20                       10000                    180                      1.5875674435807392
1                        20                       10000                    190                      1.4933095710747664
1                        20                       10000                    200                      1.4085547324348133
1                        20                       100000                   2                        8.182509108664478
1                        20                       100000                   3                        8.049491788607705
1                        20                       100000                   4                        8.293300661384679
1                        20                       100000                   5                        7.887081477294781
1                        20                       100000                   6                        7.972063389450225
1                        20                       100000                   7                        7.888861832318726
